Fingerprint; Model; Time; X; Y; Z; Magnitude
53; SM-A520F; 2018-09-29 15:21:45; 14.4; 1.74; -20.52; 25.12882822203415
54; SM-A520F; 2018-09-29 15:21:45; 14.4; 1.8; -20.16; 24.839999471225212
55; SM-A520F; 2018-09-29 15:21:45; 14.34; 2.1; -20.4; 25.024099712202435
56; SM-A520F; 2018-09-29 15:21:46; 14.099999; 1.86; -20.58; 25.01611419142232
57; SM-A520F; 2018-09-29 15:21:46; 14.04; 1.68; -20.46; 24.870776867484206
58; SM-A520F; 2018-09-29 15:21:46; 13.92; 1.68; -20.34; 24.704340577302908
59; SM-A520F; 2018-09-29 15:21:46; 14.219999; 1.74; -20.279999; 24.829706870233462
60; SM-A520F; 2018-09-29 15:21:46; 14.4; 1.68; -20.34; 24.977950481452762
61; SM-A520F; 2018-09-29 15:21:46; 14.88; 2.04; -20.699999; 25.57471366416262
62; SM-A520F; 2018-09-29 15:21:46; 14.94; 2.3999999; -20.82; 25.73783157379607
63; SM-A520F; 2018-09-29 15:21:47; 14.7; 1.8; -21.0; 25.696887303520707
64; SM-A520F; 2018-09-29 15:21:47; 14.4; 2.34; -21.24; 25.767677535362132
65; SM-A520F; 2018-09-29 15:21:47; 14.16; 2.22; -20.82; 25.276597319859185
66; SM-A520F; 2018-09-29 15:21:47; 14.34; 1.9799999; -20.64; 25.210425457691358
67; SM-A520F; 2018-09-29 15:21:47; 14.639999; 2.22; -20.58; 25.353389764656594
68; SM-A520F; 2018-09-29 15:21:47; 15.12; 1.92; -20.58; 25.609318992083356
69; SM-A520F; 2018-09-29 15:21:48; 15.12; 1.74; -21.0; 25.935342060081595
70; SM-A520F; 2018-09-29 15:21:48; 15.48; 1.74; -21.119999; 26.243329463095833
71; SM-A520F; 2018-09-29 15:21:48; 15.599999; 2.04; -21.42; 26.577020387833407
72; SM-A520F; 2018-09-29 15:21:48; 15.839999; 2.04; -21.359999; 26.670521393961934
73; SM-A520F; 2018-09-29 15:21:48; 15.839999; 2.52; -21.42; 26.759528913927326
74; SM-A520F; 2018-09-29 15:21:48; 15.839999; 2.1599998; -21.72; 26.969047606628486
75; SM-A520F; 2018-09-29 15:21:49; 15.599999; 1.9799999; -21.539999; 26.66930732368203
76; SM-A520F; 2018-09-29 15:21:49; 15.48; 1.86; -21.0; 26.155113569248986
77; SM-A520F; 2018-09-29 15:21:49; 15.48; 1.5; -21.119999; 26.22851031640891
78; SM-A520F; 2018-09-29 15:21:49; 15.66; 1.5; -20.939999; 26.191012126508923
79; SM-A520F; 2018-09-29 15:21:49; 16.14; 1.38; -20.76; 26.33213990158937
80; SM-A520F; 2018-09-29 15:21:49; 15.9; 1.38; -21.6; 26.856552534949454
81; SM-A520F; 2018-09-29 15:21:49; 15.719999; 1.5; -21.3; 26.51524749289312
82; SM-A520F; 2018-09-29 15:21:50; 15.36; 1.68; -21.24; 26.26574932116622
83; SM-A520F; 2018-09-29 15:21:50; 14.88; 1.38; -21.3; 26.01939255752332
84; SM-A520F; 2018-09-29 15:21:50; 15.179999; 1.74; -20.939999; 25.921873822709436
85; SM-A520F; 2018-09-29 15:21:50; 15.36; 1.4399999; -20.76; 25.864662648598014
86; SM-A520F; 2018-09-29 15:21:50; 14.88; 1.14; -20.82; 25.616135566614794
87; SM-A520F; 2018-09-29 15:21:50; 14.82; 1.92; -20.58; 25.433348670778194
88; SM-A520F; 2018-09-29 15:21:51; 15.12; 1.5; -20.52; 25.53301420618265
89; SM-A520F; 2018-09-29 15:21:51; 15.12; 1.74; -20.46; 25.500069412436165
90; SM-A520F; 2018-09-29 15:21:51; 15.66; 1.86; -20.58; 25.927428861782893
91; SM-A520F; 2018-09-29 15:21:51; 15.839999; 1.38; -20.76; 26.14933264265553
92; SM-A520F; 2018-09-29 15:21:51; 15.36; 1.74; -20.76; 25.883099011770692
93; SM-A520F; 2018-09-29 15:21:51; 15.36; 1.5; -20.88; 25.964474396067843
94; SM-A520F; 2018-09-29 15:21:51; 15.24; 1.8; -20.64; 25.71978231145119
95; SM-A520F; 2018-09-29 15:21:52; 15.42; 1.9799999; -21.0; 26.12846680047932
96; SM-A520F; 2018-09-29 15:21:52; 15.42; 1.68; -20.88; 26.011020378915237
97; SM-A520F; 2018-09-29 15:21:52; 15.36; 1.92; -21.0; 26.088617571593844
98; SM-A520F; 2018-09-29 15:21:52; 15.179999; 1.56; -21.359999; 26.251009095187655
99; SM-A520F; 2018-09-29 15:21:52; 14.88; 1.4399999; -20.82; 25.63123852223286
100; SM-A520F; 2018-09-29 15:21:52; 15.059999; 1.8; -21.0; 25.904508856597968
