scan; model; timestamp; text; twice recognized; locationID
1; SM-A520F; 2018-10-13 10:09:15; b ANTLIcEN STOD; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; PRASTENI; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; Miss Brooke had; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; that kind of beauty which; false; 11; 
1; SM-A520F; 2018-10-13 10:09:15; seems to be thrown; false; 11; 
1; SM-A520F; 2018-10-13 10:09:15; into relief by poor dress.; false; 11; 
1; SM-A520F; 2018-10-13 10:09:15; PREDIKSTOLEN; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; eugs; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; ho's; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; there; false; null; 
1; SM-A520F; 2018-10-13 10:09:15; Hohe Herren; false; 11; 
1; SM-A520F; 2018-10-13 10:09:15; e von der Akademiel; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; obibi9q 2orms; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; 9t29 I; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; oluoaug91; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; Miss Brooke had; true; null; 
2; SM-A520F; 2018-10-13 10:09:16; that kind of beauty which; true; 11; 
2; SM-A520F; 2018-10-13 10:09:16; seems to be thrown; true; 11; 
2; SM-A520F; 2018-10-13 10:09:16; into relief by poor dress.; true; 11; 
2; SM-A520F; 2018-10-13 10:09:16; Hohe Herren; true; 11; 
2; SM-A520F; 2018-10-13 10:09:16; stb sic ntboibaa von der Akademie!; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; mtsrmaie 1snill nov nirutsebnsH 19b 11612nE; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; nstleth9 us v9q03 s1buntbop 3mi; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; 1sli119V 95nEp ib Ismnio lus nonnl ofalsv; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; t nspnspsd nonill n6 doi sib 19bins; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; 1TEibn; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; 9ol2esqrioo 19VS; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; PRASTENI; true; null; 
2; SM-A520F; 2018-10-13 10:09:16; PREDIKSTOLEN.; false; 11; 
2; SM-A520F; 2018-10-13 10:09:16; om 19wans VsV; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; .91lo2 1uoy blotnv B bns2 Who's; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; there?; false; 11; 
2; SM-A520F; 2018-10-13 10:09:16; s20 SrISmUJ; false; null; 
2; SM-A520F; 2018-10-13 10:09:16; ittilitsilpob ANTLIGEN STOD; false; null; 
3; SM-A520F; 2018-10-13 10:09:17; Eote; false; null; 
4; SM-A520F; 2018-10-13 10:09:17; 9 s20o SISmU; false; null; 
4; SM-A520F; 2018-10-13 10:09:17; 9nO225qmm0D T97S; false; null; 
4; SM-A520F; 2018-10-13 10:09:17; ilpsb ANTLIGE STOD; false; null; 
4; SM-A520F; 2018-10-13 10:09:17; P; false; null; 
